Date,TQQQ,QLD,SSO,XLE,GLD,IEF,SPY,QQQ,state,year,total,revenue_rate,total_revenue_rate,,,,,
2010-10-15,0.653259516,2.252755642,4.967885017,40.51729584,133.6799927,79.9008255,94.39673615,46.16769409,recovery1,2010,3.61 ,96.20%,33.80%,,,,,
2010-10-18,0.653259516,2.246263742,5.020143032,40.62675476,134.2799988,80.28094482,94.86191559,45.99732971,recovery1,2010,3.63 ,97.28%,33.99%,,,,,
2010-10-19,0.627282619,2.192781687,4.880000114,39.81930542,130.1100006,80.55595398,93.61881256,45.5669632,recovery1,2010,3.54 ,92.39%,33.14%,,,,,
2010-10-20,0.640322924,2.224932432,4.978573799,40.33251953,131.3200073,80.50740814,94.53309631,45.89869308,recovery1,2010,3.60 ,95.65%,33.71%,,,,,
2010-10-21,0.644790769,2.233897924,4.998765945,40.31198502,129.4700012,80.06258392,94.7416153,45.98838425,recovery1,2010,3.62 ,96.74%,33.89%,,,,,
2010-10-22,0.657363236,2.264812231,5.021330833,40.57886887,129.7299957,80.08683014,94.91806793,46.3021965,recovery1,2010,3.64 ,97.83%,34.08%,,,,,
2010-10-25,0.667338312,2.283361197,5.045082092,40.68835068,130.8500061,80.06258392,95.1987915,46.52634811,recovery1,2010,3.66 ,98.91%,34.27%,,,,,
2010-10-26,0.671339273,2.29696393,5.047458172,40.77045822,130.8800049,79.52878571,95.2148056,46.65188217,recovery1,2010,3.67 ,99.46%,34.36%,,,,,
2010-10-27,0.678248882,2.313349009,5.020143032,40.59939957,129.5200043,79.06777191,94.94211578,46.79532242,recovery1,2010,3.67 ,99.46%,34.36%,,,,,
2010-10-28,0.682145119,2.322313786,5.027267456,40.51043701,131.2400055,79.52878571,94.95814514,46.8939743,recovery1,2010,3.67 ,99.46%,34.36%,,,,,
2010-10-29,0.678872287,2.314585447,5.029642105,40.53781128,132.6199951,79.8846283,95.03032684,46.78637695,recovery1,2010,3.67 ,99.46%,34.36%,,,,,
2010-11-01,0.680430472,2.315203667,5.03320694,40.58569717,131.9199982,79.75086975,95.06243896,46.82222748,recovery1,2010,3.67 ,99.46%,34.36%,,,,,
2010-11-02,0.701056778,2.363739967,5.111588955,41.03050995,132.4900055,80.0184021,95.81630707,47.32435226,recovery1,2010,3.74 ,103.26%,35.02%,,,,,
2010-11-03,0.711187422,2.386925697,5.156720161,41.11945343,131.5700073,80.27784729,96.20128632,47.53953934,recovery1,2010,3.77 ,104.89%,35.30%,,,,,
2010-11-04,0.736384213,2.443191051,5.351493359,42.4264679,136.0299988,80.92643738,98.05392456,48.12234116,recovery1,2010,3.90 ,111.96%,36.51%,,,,,
2010-11-05,0.73726815,2.443809509,5.394247055,42.63859558,136.3800049,80.58590698,98.42285156,48.12234116,recovery1,2010,3.92 ,113.04%,36.70%,,,,,
2010-11-08,0.739138365,2.44999218,5.376433849,42.76862335,137.7799988,80.61026764,98.23838043,48.18511581,recovery1,2010,3.91 ,112.50%,36.61%,,,,,
2010-11-09,0.727188349,2.419077873,5.294486523,42.68650055,135.5899963,79.92922974,97.53261566,47.9250946,recovery1,2010,3.86 ,109.78%,36.14%,,,,,
2010-11-10,0.738306522,2.411348104,5.337240696,43.2339325,137.2400055,80.22921753,97.92557526,48.16718674,recovery1,2010,3.87 ,110.33%,36.23%,,,,,
2010-11-11,0.725889564,2.417222977,5.295673847,43.71295929,137.6600037,80.14000702,97.5566864,47.86234283,recovery1,2010,3.86 ,109.78%,36.14%,,,,,
2010-11-12,0.688951194,2.335916281,5.169784546,43.06970596,133.6900024,79.47519684,96.40176392,47.08226013,recovery1,2010,3.75 ,103.80%,35.11%,,,,,
2010-11-15,0.681573629,2.321387053,5.154344082,42.85071564,132.4199982,78.45371246,96.26541901,46.90293884,recovery1,2010,3.74 ,103.26%,35.02%,,,,,
2010-11-16,0.647752345,2.243481874,4.992826462,42.05010605,130.9700012,79.03741455,94.76567078,46.13182449,recovery1,2010,3.62 ,96.74%,33.89%,,,,,
2010-11-17,0.653882921,2.255848169,4.994013786,42.22118759,130.3800049,78.8103714,94.813797,46.2663269,recovery1,2010,3.62 ,96.74%,33.89%,,,,,
2010-11-18,0.684275806,2.328188419,5.148408413,43.15182877,132.0899963,78.62399292,96.20929718,47.01053619,recovery1,2010,3.74 ,103.26%,35.02%,,,,,
2010-11-19,0.685885787,2.331588268,5.17334938,43.51449585,132.1999969,78.78607941,96.47396088,47.04639816,recovery1,2010,3.75 ,103.80%,35.11%,,,,,
2010-11-22,0.703965425,2.372395277,5.166220665,43.37763596,133.4799957,79.20766449,96.39374542,47.44091415,recovery1,2010,3.77 ,104.89%,35.30%,,,,,
2010-11-23,0.670715749,2.29820013,5.016579151,42.52911377,134.4100037,79.36980438,94.99825287,46.68773651,recovery1,2010,3.66 ,98.91%,34.27%,,,,,
2010-11-24,0.709888697,2.388780832,5.163846016,43.29553223,134.1799927,78.51853943,96.40176392,47.62921906,recovery1,2010,3.78 ,105.43%,35.39%,,,,,
2010-11-26,0.705420852,2.356629848,5.052209377,42.77547073,133.1100006,78.85905457,95.27898407,47.3153801,recovery1,2010,3.70 ,101.09%,34.64%,,,,,
2010-11-29,0.695601463,2.355701208,5.07596159,43.06287766,133.5099945,79.02932739,95.56768799,47.27953339,recovery1,2010,3.72 ,102.17%,34.83%,,,,,
2010-11-30,0.66915679,2.295108557,5.009455204,42.91231155,135.4199982,79.16716766,95.03032684,46.70567322,recovery1,2010,3.65 ,98.37%,34.17%,,,,,
2010-12-01,0.711707056,2.392491102,5.226792336,44.18511963,135.3800049,78.12605286,97.05142975,47.69197083,recovery1,2010,3.81 ,107.07%,35.67%,,,,,
2010-12-02,0.733318985,2.442880869,5.363368511,44.84204102,135.1999969,77.93104553,98.29451752,48.17615509,recovery1,2010,3.90 ,111.96%,36.51%,,,,,
2010-12-03,0.73944968,2.454010725,5.389498234,45.04047775,138.0700073,77.93915558,98.55918884,48.30168533,recovery1,2010,3.92 ,113.04%,36.70%,,,,,
2010-12-06,0.738150775,2.451846838,5.37762022,45.19103241,139.1100006,78.4267807,98.45492554,48.28374863,recovery1,2010,3.91 ,112.50%,36.61%,,,,,
2010-12-07,0.738826156,2.456793308,5.385933876,45.01995087,136.5,77.12640381,98.51107025,48.31063843,recovery1,2010,3.92 ,113.04%,36.70%,,,,,
2010-12-08,0.749061525,2.475960732,5.428689957,44.80783081,134.7899933,76.46809387,98.87194061,48.48999023,recovery1,2010,3.95 ,114.67%,36.98%,,,,,
2010-12-09,0.749840617,2.478123903,5.466692448,44.91047668,135.3699951,76.6306839,99.25691223,48.5348053,recovery1,2010,3.97 ,115.76%,37.17%,,,,,
2010-12-10,0.765582144,2.511203766,5.534389019,45.0952301,135.4100037,75.98051453,99.8343811,48.85760117,recovery1,2010,4.02 ,118.48%,37.64%,,,,,
2010-12-13,0.756594658,2.49450922,5.536765575,45.47844315,136.0500031,76.22433472,99.89851379,48.68724442,recovery1,2010,4.02 ,118.48%,37.64%,,,,,
2010-12-14,0.759763718,2.499764442,5.547454357,45.26630402,136.1799927,75.41971588,99.986763,48.77689743,recovery1,2010,4.02 ,118.48%,37.64%,,,,,
2010-12-15,0.752022207,2.480288267,5.499948025,45.01995087,134.6999969,75.11090851,99.52962494,48.56170654,recovery1,2010,3.99 ,116.85%,37.36%,,,,,
2010-12-16,0.767711878,2.515531301,5.55695343,45.27314758,133.8099976,75.5579071,100.1070709,48.93829727,recovery1,2010,4.04 ,119.57%,37.83%,,,,,
2010-12-17,0.770049989,2.52325964,5.572393417,45.28894806,134.1999969,76.20802307,100.2142868,48.98141098,recovery1,2010,4.05 ,120.11%,37.92%,,,,,
2010-12-20,0.772128761,2.528515577,5.594958782,45.58452225,135.1100006,76.1999588,100.4561691,49.01736069,recovery1,2010,4.06 ,120.65%,38.01%,,,,,
2010-12-21,0.784856915,2.55510211,5.665030003,46.04503632,135.3200073,76.36248779,101.0930786,49.3138237,recovery1,2010,4.11 ,123.37%,38.48%,,,,,
2010-12-22,0.785687804,2.557575703,5.701846123,46.20312881,135.0500031,76.15119934,101.4075089,49.30484772,recovery1,2010,4.13 ,124.46%,38.67%,,,,,
2010-12-23,0.77971375,2.543972731,5.6887784,46.33372116,134.6600037,75.8829422,101.2624207,49.17907333,recovery1,2010,4.12 ,123.91%,38.57%,,,,,
2010-12-27,0.780024946,2.544281721,5.695906639,46.16875076,135.0200043,76.1756134,101.3027115,49.20602036,recovery1,2010,4.12 ,123.91%,38.57%,,,,,
2010-12-28,0.776648521,2.536862135,5.706597328,46.34060669,137.2200012,75.37537384,101.4477997,49.11617661,recovery1,2010,4.12 ,123.91%,38.57%,,,,,
2010-12-29,0.781271815,2.547064304,5.714913368,46.8011055,137.7100067,76.22286224,101.5203629,49.22398758,recovery1,2010,4.13 ,124.46%,38.67%,,,,,
2010-12-30,0.775401473,2.534080267,5.700658798,46.84236145,137.0299988,76.06800842,101.3591309,49.10720825,recovery1,2010,4.12 ,123.91%,38.57%,,,,,
2010-12-31,0.768283367,2.517386198,5.707784176,46.91109085,138.7200012,76.45100403,101.383316,48.92750931,recovery1,2010,4.11 ,123.37%,38.48%,,,,,
2011-01-03,0.80298841,2.594672918,5.817071915,47.26163864,138,76.21465302,102.4314194,49.69115829,recovery1,2011,4.21 ,128.80%,39.42%,,,,,
2011-01-04,0.8017416,2.5900352,5.808755875,46.85610199,134.75,76.39394379,102.3749847,49.65522766,recovery1,2011,4.20 ,128.26%,39.32%,,,,,
2011-01-05,0.821639657,2.635170698,5.869338512,47.04169464,134.3699951,75.57093048,102.9071198,50.07748032,recovery1,2011,4.25 ,130.98%,39.79%,,,,,
2011-01-06,0.829069078,2.651246071,5.847955704,46.59489822,133.8300018,75.9620285,102.7055206,50.23919678,recovery1,2011,4.25 ,130.98%,39.79%,,,,,
2011-01-07,0.827146888,2.64784646,5.825386524,46.93170166,133.5800018,76.46729279,102.5039749,50.19427872,recovery1,2011,4.24 ,130.43%,39.70%,,,,,
2011-01-10,0.836446583,2.665467501,5.809943676,46.74613953,134.1199951,76.72801208,102.3749847,50.38293457,recovery1,2011,4.24 ,130.43%,39.70%,,,,,
2011-01-11,0.840291023,2.672578335,5.849143505,47.52282333,134.9100037,76.42655945,102.7378082,50.45482254,recovery1,2011,4.26 ,131.52%,39.89%,,,,,
2011-01-12,0.857331336,2.71029377,5.957242489,48.17578125,135.4600067,76.20648193,103.6649857,50.81417847,recovery1,2011,4.33 ,135.33%,40.54%,,,,,
2011-01-13,0.860033453,2.716477156,5.944174767,48.03832626,134.0500031,76.71988678,103.4956436,50.83214569,recovery1,2011,4.33 ,135.33%,40.54%,,,,,
2011-01-14,0.878683746,2.755429745,6.020199299,48.56069946,132.6900024,76.50804138,104.2454453,51.20948029,recovery1,2011,4.39 ,138.59%,41.10%,,,,,
2011-01-18,0.885698199,2.770268202,6.04395628,48.86314011,133.4299927,76.32061768,104.4228439,51.35323715,recovery1,2011,4.41 ,139.67%,41.29%,,,,,
2011-01-19,0.85603261,2.708129168,5.92398119,48.27202225,133.7200012,76.51622009,103.3989182,50.76924515,recovery1,2011,4.32 ,134.78%,40.45%,,,,,
2011-01-20,0.836809695,2.665777206,5.909726143,47.92834473,131.1999969,75.92140961,103.2618484,50.40989304,recovery1,2011,4.29 ,133.15%,40.17%,,,,,
2011-01-21,0.817691565,2.625896692,5.933484554,48.18267059,131.0299988,76.17390442,103.4956436,50.02358246,recovery1,2011,4.28 ,132.61%,40.07%,,,,,
2011-01-24,0.851461053,2.699783325,6.007131577,48.36137772,130.3600006,76.18205261,104.0842056,50.71536255,recovery1,2011,4.35 ,136.41%,40.73%,,,,,
2011-01-25,0.854422629,2.705656528,6.004757404,48.22389984,130.1000061,76.56505585,104.1406326,50.78722,recovery1,2011,4.36 ,136.96%,40.82%,,,,,
2011-01-26,0.867670417,2.737189531,6.051083088,49.37863159,131.1600037,76.10054016,104.5437546,51.05675507,recovery1,2011,4.39 ,138.59%,41.10%,,,,,
2011-01-27,0.884399474,2.76995945,6.085532188,49.08996201,127.9300003,76.38580322,104.8017502,51.37119675,recovery1,2011,4.43 ,140.76%,41.48%,,,,,
2011-01-28,0.817691565,2.629297256,5.871714115,48.8768959,130.2799988,76.7361908,102.971611,50.0684967,recovery1,2011,4.25 ,130.98%,39.79%,,,,,
2011-01-31,0.829796314,2.65557456,5.954865932,50.27906036,129.8699951,76.43470001,103.7455673,50.31108093,recovery1,2011,4.31 ,134.24%,40.35%,,,,,
2011-02-01,0.875878811,2.753264904,6.150866032,51.09699631,130.8000031,76.07930756,105.4064407,51.25439835,recovery1,2011,4.45 ,141.85%,41.66%,,,,,
2011-02-02,0.871930718,2.744609118,6.123545647,51.05574799,130.4499969,75.89963531,105.2048492,51.17355347,recovery1,2011,4.43 ,140.76%,41.48%,,,,,
2011-02-03,0.875307322,2.752646685,6.152055264,51.08325195,132.1999969,75.46663666,105.4386826,51.26338577,recovery1,2011,4.45 ,141.85%,41.66%,,,,,
2011-02-04,0.891100764,2.786034822,6.188878059,50.95265198,131.6600037,75.00099945,105.7369614,51.55088043,recovery1,2011,4.49 ,144.02%,42.04%,,,,,
2011-02-07,0.904037237,2.812930822,6.266089916,51.24821091,131.6799927,74.96833038,106.3980865,51.79345322,recovery1,2011,4.54 ,146.74%,42.51%,,,,,
2011-02-08,0.923312008,2.852810383,6.323108673,51.07638168,133.1399994,74.45363617,106.8818359,52.13484573,recovery1,2011,4.59 ,149.46%,42.97%,,,,,
2011-02-09,0.917701125,2.840136051,6.289850235,50.43028641,133.0700073,74.87847137,106.6399307,52.04499435,recovery1,2011,4.56 ,147.83%,42.69%,,,,,
2011-02-10,0.922168851,2.85033679,6.298163891,50.94578552,132.8500061,74.63337708,106.6803055,52.12585831,recovery1,2011,4.57 ,148.37%,42.79%,,,,,
2011-02-11,0.941080511,2.888981104,6.371813297,50.93888855,132.3200073,74.97648621,107.3171844,52.50319672,recovery1,2011,4.63 ,151.63%,43.35%,,,,,
2011-02-14,0.947002649,2.902892351,6.401509285,52.0592804,132.9499969,75.00099945,107.5751801,52.62897873,recovery1,2011,4.65 ,152.72%,43.54%,,,,,
2011-02-15,0.944560885,2.895782232,6.367061138,51.51628876,133.9700012,75.17253113,107.2365417,52.55710602,recovery1,2011,4.63 ,151.63%,43.35%,,,,,
2011-02-16,0.962017059,2.93411684,6.438334465,52.20360947,134.1000061,75.06633759,107.913765,52.89848328,recovery1,2011,4.69 ,154.89%,43.91%,,,,,
2011-02-17,0.961186171,2.931643486,6.481098175,52.7191124,135.0399933,75.34408569,108.2362823,52.8805275,recovery1,2011,4.71 ,155.98%,44.10%,,,,,
2011-02-18,0.955730796,2.919586182,6.507232666,52.93907547,135.4100037,75.32774353,108.4620132,52.76373672,recovery1,2011,4.71 ,155.98%,44.10%,,,,,
2011-02-22,0.871566653,2.746773005,6.247086048,52.4235611,136.2899933,76.05479431,106.2852097,51.23644257,recovery1,2011,4.50 ,144.57%,42.13%,,,,,
2011-02-23,0.850058556,2.70225668,6.165120602,53.48895645,137.5099945,75.86690521,105.6322021,50.81417847,recovery1,2011,4.43 ,140.76%,41.48%,,,,,
2011-02-24,0.862163186,2.728533268,6.161556244,52.73287201,136.4799957,76.06300354,105.5595703,51.0837059,recovery1,2011,4.45 ,141.85%,41.66%,,,,,
2011-02-25,0.899101615,2.806130171,6.289850235,53.57142639,137.3800049,76.30805969,106.6883392,51.79345322,recovery1,2011,4.55 ,147.28%,42.60%,,,,,
2011-02-28,0.905648291,2.820350885,6.368248463,53.98384857,137.6600037,76.27537537,107.3494568,51.90126801,recovery1,2011,4.59 ,149.46%,42.97%,,,,,
2011-03-01,0.86211133,2.730388403,6.153244019,52.97344589,140.0299988,76.36221313,105.5595703,51.06574249,recovery1,2011,4.44 ,141.30%,41.57%,,,,,
2011-03-02,0.874267876,2.756974936,6.179375172,53.27587509,139.9199982,75.96096802,105.7853622,51.33525085,recovery1,2011,4.47 ,142.93%,41.85%,,,,,
2011-03-03,0.926429212,2.865175962,6.390819073,54.19003677,138.0899963,75.44512939,107.6074142,52.35045624,recovery1,2011,4.63 ,151.63%,43.35%,,,,,
2011-03-04,0.912713587,2.833643198,6.299351215,53.84637451,139.3500061,75.98553467,106.8011932,52.08094406,recovery1,2011,4.57 ,148.37%,42.79%,,,,,
2011-03-07,0.876346707,2.760375977,6.197194099,53.46833038,139.7200012,75.79718781,105.9626923,51.38016891,recovery1,2011,4.48 ,143.48%,41.95%,,,,,
2011-03-08,0.885489762,2.781088114,6.302916527,53.02843857,139.3600006,75.61707306,106.8898926,51.58681107,recovery1,2011,4.54 ,146.74%,42.51%,,,,,
2011-03-09,0.867618501,2.742135525,6.287473202,52.66412735,139.4100037,76.05918121,106.7366714,51.23644257,recovery1,2011,4.51 ,145.11%,42.23%,,,,,
2011-03-10,0.82792592,2.659284353,6.054648876,50.74645233,137.7700043,76.70609283,104.7614365,50.4368515,recovery1,2011,4.36 ,136.96%,40.82%,,,,,
2011-03-11,0.841745377,2.689580917,6.138987541,51.62626266,138.2200012,76.52597046,105.4870377,50.75129318,recovery1,2011,4.41 ,139.67%,41.29%,,,,,
2011-03-14,0.833536923,2.67010498,6.065340042,51.90805435,138.8600006,76.69786072,104.8501434,50.57161331,recovery1,2011,4.37 ,137.50%,40.92%,,,,,
2011-03-15,0.799455345,2.597454786,5.929920197,51.51628876,136.2700043,76.97626495,103.6488647,49.8528862,recovery1,2011,4.26 ,131.52%,39.89%,,,,,
2011-03-16,0.740748405,2.4722507,5.705411434,50.69146729,136.2400055,77.63132477,101.7300339,48.64901352,recovery1,2011,4.09 ,122.28%,38.29%,,,,,
2011-03-17,0.760074914,2.515221357,5.847955704,52.23798752,136.9700012,77.39389801,103.0764084,49.09822083,recovery1,2011,4.18 ,127.17%,39.14%,,,,,
2011-03-18,0.755919278,2.50502038,5.895471096,51.99316406,138.3699951,77.34474945,103.4513092,48.98756027,recovery1,2011,4.20 ,128.26%,39.32%,,,,,
2011-03-21,0.798104763,2.596836567,6.076029301,53.57247162,139.1399994,76.94351196,105.0546112,49.9322319,recovery1,2011,4.34 ,135.87%,40.63%,,,,,
2011-03-22,0.795923114,2.593744516,6.033266544,53.45523834,139.0500031,76.98451233,104.6902008,49.84224319,recovery1,2011,4.31 ,134.24%,40.35%,,,,,
2011-03-23,0.807975948,2.619714022,6.071967602,53.59318542,140.3399963,76.88624573,104.9898376,50.12113953,recovery1,2011,4.35 ,136.41%,40.73%,,,,,
2011-03-24,0.851928771,2.718950272,6.185093403,53.78627014,139.2200012,76.49318695,105.9938889,51.01182556,recovery1,2011,4.45 ,141.85%,41.66%,,,,,
2011-03-25,0.858163238,2.725751162,6.22439146,54.2690239,139.2599945,76.28852844,106.3177338,51.13779449,recovery1,2011,4.48 ,143.48%,41.95%,,,,,
2011-03-28,0.843615651,2.69329071,6.194621086,54.13798904,138.5399933,76.31304169,106.0586472,50.85887909,recovery1,2011,4.44 ,141.30%,41.57%,,,,,
2011-03-29,0.867826045,2.7461555,6.280359745,54.80004883,138.2100067,76.09194183,106.7712479,51.35371017,recovery1,2011,4.51 ,145.11%,42.23%,,,,,
2011-03-30,0.880607009,2.77305007,6.35895586,55.17939377,138.6699982,76.35397339,107.5081024,51.59662628,recovery1,2011,4.57 ,148.37%,42.79%,,,,,
2011-03-31,0.884347558,2.78139782,6.343474388,55.00004959,139.8600006,76.15745544,107.3623047,51.66859818,recovery1,2011,4.56 ,147.83%,42.69%,,,,,
2011-04-01,0.885698199,2.783561707,6.394678593,55.16556931,139.1999969,76.31999207,107.8157654,51.69559479,recovery1,2011,4.59 ,149.46%,42.97%,,,,,
2011-04-04,0.877697289,2.766867638,6.410159111,55.20004272,139.8399963,76.49248505,107.9048386,51.52465439,recovery1,2011,4.59 ,149.46%,42.97%,,,,,
2011-04-05,0.867722213,2.749864817,6.406586647,55.36558533,142.0500031,76.10661316,107.8886566,51.38969803,recovery1,2011,4.58 ,148.91%,42.88%,,,,,
2011-04-06,0.874267876,2.763157606,6.443501949,54.78625488,142.3800049,75.77818298,108.2287369,51.51564407,recovery1,2011,4.60 ,150.00%,43.07%,,,,,
2011-04-07,0.874060333,2.761921406,6.418494225,54.78625488,142.5099945,75.78637695,107.9534378,51.47967529,recovery1,2011,4.59 ,149.46%,42.97%,,,,,
2011-04-08,0.860968292,2.735026121,6.367289066,54.97936249,143.6600037,75.56472778,107.5809479,51.236763,recovery1,2011,4.55 ,147.28%,42.60%,,,,,
2011-04-11,0.853175759,2.716785908,6.332756042,53.89661407,142.6399994,75.66323853,107.2570572,51.06580734,recovery1,2011,4.52 ,145.65%,42.32%,,,,,
2011-04-12,0.836342871,2.680615425,6.235107422,52.22763824,141.6100006,76.09015656,106.4554367,50.71493912,recovery1,2011,4.46 ,142.39%,41.76%,,,,,
2011-04-13,0.856292844,2.724823236,6.231537342,52.44143295,141.8999939,76.38568878,106.4473267,51.14678192,recovery1,2011,4.48 ,143.48%,41.95%,,,,,
2011-04-14,0.851616561,2.713075876,6.24225235,52.80005264,143.8099976,76.13122559,106.5282898,51.0568161,recovery1,2011,4.48 ,143.48%,41.95%,,,,,
2011-04-15,0.846109331,2.70442009,6.292267799,53.23453903,145.0500031,76.68948364,106.9169769,50.9668541,recovery1,2011,4.50 ,144.57%,42.13%,,,,,
2011-04-18,0.829796314,2.665467501,6.14460659,52.44143295,145.9299927,76.8782959,105.7185364,50.606987,recovery1,2011,4.41 ,139.67%,41.29%,,,,,
2011-04-19,0.844758868,2.699164391,6.213673115,52.97245789,145.9299927,76.97685242,106.3258286,50.92186356,recovery1,2011,4.46 ,142.39%,41.76%,,,,,
2011-04-20,0.900972009,2.819422007,6.383960247,54.22074509,146.5,76.67301178,107.7752762,52.073452,recovery1,2011,4.60 ,150.00%,43.07%,,,,,
2011-04-21,0.923831701,2.864249706,6.44707346,54.46902084,146.7400055,76.73054504,108.3259277,52.48731995,recovery1,2011,4.66 ,153.26%,43.63%,,,,,
2011-04-25,0.930689573,2.880633593,6.441119671,54.18624496,146.8699951,77.00148773,108.2125473,52.62226868,recovery1,2011,4.66 ,153.26%,43.63%,,,,,
2011-04-26,0.946691394,2.910930157,6.54948616,54.72418213,146.3800049,77.3298645,109.1437073,52.91915894,recovery1,2011,4.73 ,157.07%,44.29%,,,,,
2011-04-27,0.966329277,2.951738119,6.632840157,54.6966095,149.1999969,77.1081543,109.8563004,53.27903748,recovery1,2011,4.79 ,160.33%,44.85%,,,,,
2011-04-28,0.964874923,2.944318056,6.681666374,54.68972778,149.8200073,77.40377045,110.2125778,53.1980629,recovery1,2011,4.81 ,161.41%,45.03%,,,,,
2011-04-29,0.960198581,2.94184494,6.707863808,55.50351334,152.3699951,77.55973816,110.4717026,53.15307236,recovery1,2011,4.82 ,161.96%,45.13%,,,,,
2011-05-02,0.955003619,2.929170132,6.689999104,54.76557159,150.4100037,77.53586578,110.3016663,53.05410385,recovery1,2011,4.81 ,161.41%,45.03%,,,,,
2011-05-03,0.940664589,2.898874044,6.635224342,53.39315796,149.8800049,77.74160767,109.9048691,52.80218887,recovery1,2011,4.77 ,159.24%,44.66%,,,,,
2011-05-04,0.935157299,2.892690659,6.547102928,52.44832611,147.7299957,77.93920135,109.1761246,52.72122574,recovery1,2011,4.72 ,156.52%,44.19%,,,,,
2011-05-05,0.921130478,2.857757092,6.432784557,51.35866928,143.4700012,78.32608795,108.1882477,52.43332291,recovery1,2011,4.65 ,152.72%,43.54%,,,,,
2011-05-06,0.929130435,2.880015612,6.485178947,51.58626175,145.3000031,78.36721039,108.6659851,52.60427475,recovery1,2011,4.68 ,154.35%,43.82%,,,,,
2011-05-09,0.939210236,2.900728703,6.537576199,52.48971558,147.3800049,78.48241425,109.0870514,52.80218887,recovery1,2011,4.72 ,156.52%,44.19%,,,,,
2011-05-10,0.963315725,2.948337317,6.650703907,52.73797607,147.8999939,78.10379791,110.0182419,53.25203705,recovery1,2011,4.80 ,160.87%,44.94%,,,,,
2011-05-11,0.942534864,2.905056715,6.513761044,51.21385956,146.5399933,78.38365936,108.8603439,52.86518478,recovery1,2011,4.71 ,155.98%,44.10%,,,,,
2011-05-12,0.959160209,2.937826395,6.570920944,51.13798523,146.5899963,78.21082306,109.3785858,53.18006134,recovery1,2011,4.75 ,158.15%,44.47%,,,,,
2011-05-13,0.925182283,2.869813919,6.468509674,50.88970184,145.6300049,78.51537323,108.5364151,52.55028915,recovery1,2011,4.67 ,153.80%,43.72%,,,,,
2011-05-16,0.877073824,2.76995945,6.385150433,50.50351715,145.3699951,78.7046814,107.8481522,51.64162064,recovery1,2011,4.58 ,148.91%,42.88%,,,,,
2011-05-17,0.884242952,2.784179926,6.386342525,50.50351715,144.7400055,78.93510437,107.8319702,51.78556442,recovery1,2011,4.59 ,149.46%,42.97%,,,,,
2011-05-18,0.905752063,2.833334684,6.495898247,51.52416611,145.6000061,78.48241425,108.7955627,52.21740341,recovery1,2011,4.66 ,153.26%,43.63%,,,,,
2011-05-19,0.913544476,2.848792315,6.528050423,51.5310936,145.6499939,78.56473541,109.054657,52.37034607,recovery1,2011,4.69 ,154.89%,43.91%,,,,,
2011-05-20,0.89338696,2.805511236,6.428020477,51.46902084,147.4900055,78.75402832,108.1882477,51.97449875,recovery1,2011,4.62 ,151.09%,43.26%,,,,,
2011-05-23,0.854630113,2.725441694,6.276787758,50.66902161,147.8300018,78.86109161,106.9331512,51.20977402,recovery1,2011,4.50 ,144.57%,42.13%,,,,,
2011-05-24,0.838524342,2.690508604,6.267261028,51.38626099,148.5899963,78.94337463,106.8441086,50.89487457,recovery1,2011,4.48 ,143.48%,41.95%,,,,,
2011-05-25,0.847876072,2.71060276,6.304175377,52.25522232,148.5800018,78.95161438,107.2003555,51.09279633,recovery1,2011,4.51 ,145.11%,42.23%,,,,,
2011-05-26,0.86377424,2.745227337,6.360144615,52.51728821,148.2200012,79.38781738,107.6943283,51.40768433,recovery1,2011,4.55 ,147.28%,42.60%,,,,,
2011-05-27,0.876657844,2.772123814,6.408968449,52.6483345,149.6999969,79.37963867,108.1072922,51.66859818,recovery1,2011,4.59 ,149.46%,42.97%,,,,,
2011-05-31,0.918844163,2.85806632,6.548295021,53.17934799,149.6399994,79.50305176,109.2328033,52.50529099,recovery1,2011,4.70 ,155.43%,44.00%,,,,,
2011-06-01,0.860137284,2.735026121,6.248209953,51.91038895,149.9100037,80.15830231,106.779335,51.36270905,recovery1,2011,4.49 ,144.02%,42.04%,,,,,
2011-06-02,0.865124822,2.748009682,6.236300945,51.88970566,149.5,79.67964172,106.6659622,51.47065735,recovery1,2011,4.49 ,144.02%,42.04%,,,,,
2011-06-03,0.825848103,2.666395187,6.113646984,51.90351105,150.2200012,79.99324036,105.6052094,50.69693756,recovery1,2011,4.39 ,138.59%,41.10%,,,,,
2011-06-06,0.80589819,2.620023012,5.985037327,50.73108673,150.4799957,79.94372559,104.4877777,50.28309631,recovery1,2011,4.30 ,133.70%,40.26%,,,,,
2011-06-07,0.801221848,2.612603664,5.973129272,50.73108673,150.4199982,80.09224701,104.4230194,50.19313431,recovery1,2011,4.29 ,133.15%,40.17%,,,,,
2011-06-08,0.783974051,2.573032856,5.923117161,50.88280869,149.8099976,80.26557922,103.985733,49.83325958,recovery1,2011,4.25 ,130.98%,39.79%,,,,,
2011-06-09,0.787402451,2.580452442,6.012426376,51.57247162,150.5599976,79.94372559,104.7792664,49.92322922,recovery1,2011,4.30 ,133.70%,40.26%,,,,,
2011-06-10,0.751243055,2.504402161,5.846903324,50.57246017,149.2400055,80.1995163,103.3217773,49.15848541,recovery1,2011,4.18 ,127.17%,39.14%,,,,,
2011-06-13,0.751762688,2.500692129,5.851665497,49.7724762,147.7700043,80.02626038,103.4027252,49.15848541,recovery1,2011,4.18 ,127.17%,39.14%,,,,,
